doc_id;full_text;topic;label
Martin_Hess_AfD15619650001;Kapitulation des Rechtsstaats vor Zuwanderergewalt: Um zu deeskalieren, nimmt Polizei nicht einmal Personalien der Stoerer auf. Deeskalation geht aber nie vor Strafverfolgung. Gewalttaeter sind zu identifizieren und Strafverfahren zuzufuehren! Rheinbad;Zuwanderergewalt;negative
Martin_Hess_AfD15678404671;In Leipzig kapituliert der Rechtsstaat vor linker Gewalt. Einsatzleitung laesst Linksextremisten ein Einsatzfahrzeug kontrollieren, um zu zeigen, dass die Abschiebung nicht vollstreckt wird. Und die CDU nennt diese Unterwuerfigkeit auch noch souveraen.;Linksextremisten;negative
Martin_Hess_AfD15687286311;Diese Veraenderung laesst sich durch Einbuergerung nicht auffangen und wird irreversibel sein. Wenn wir Wohlstand und Sicherheit, in denen wir aufgewachsen sind, an unsere Kinder Enkel weitergeben wollen, muessen wir die illegale Massenmigration stoppen! Af Dim Bundestag AfD (2/2);Massenmigration;negative
Martin_Hess_AfD15687904051;Staendig war zu lesen, der Bremer BAMF-Skandal sei aufgebauscht. 1000facher Asylbetrug ist fuer viele Journalisten Kavaliersdelikt. Kein Wunder, gibt Bundesregierung doch Gelegenheit zu 100.000fachem. Schluss mit der Herrschaft des Unrechts, nur noch AfD!;Asylbetrug;negative
Martin_Hess_AfD15693967361;Gestern hat Seehofer das Bundeslagebild zur Organisierten Kriminalitaet vorgestellt. Zahlen zeigen: Clankriminalitaet im Bereich OK die Sicherheitsbedrohung Nr. 1. Auswirkungen auf Alltag der Buerger massiv. Schluss mit diesen inakzeptablen Zustaenden! AfD https://t.co/vGMNIAIosv;Clankriminalitaet;negative
Martin_Hess_AfD15695181941;Rackete bringt wohl Vergewaltiger, Folterer und Moerder nach Deutschland. Sie weiss ja auch nicht, wen sie aufnimmt. Ebenso wenig Seehofer, wer durch neues Umverteilungsabkommen zu uns kommt. Schluss mit dem migrations- und sicherheitspolitischen Amoklauf!;Umverteilungsabkommen;negative
Martin_Hess_AfD15699308231;Schleierfahndung bringt nichts, solange illegale Einwanderer nicht zurueckgewiesen werden. Seehofer betreibt Augenwischerei. Schluss damit, wir muessen die Grenzen effektiv kontrollieren und Personen ohne Einreiselegitimation konsequent zurueckweisen! AfD;Einwanderer;negative
Martin_Hess_AfD15701748521;Wir muessen aus diesem Mordanschlag Lehren ziehen und hoechste Sensibilitaet entwickeln fuer Unterwanderung Manipulation von Mitarbeitern unserer Sicherheitsbehoerden. Wir brauchen effektives Fruehwarnsystem fuer Islamisten und Clankriminelle! Paris Knife Attack;Islamisten;negative
Martin_Hess_AfD15706419151;Angreifer von Halle hatte Synagoge zum Ziel. Dieser antisemitische Amoklauf muss restlos aufgeklaert mit voller Haerte des Gesetzes bestraft werden. Antisemitismus entschlossen bekaempfen egal ob er von Islamisten, Links- oder Rechtsextremisten ausgeht!;Antisemitismus;negative
Martin_Hess_AfD15710594251;So manipuliert oeffentliche Meinung: MdB darf als gewoehnliche Kundin auf Saechsisch fordern, dass Biomaerkte keine Af D-Hirse mehr kaufen. Tiefer kann ein oeffentlich-rechtlicher Sender nicht mehr sinken. Schluss mit den Rundfunkgebuehren!;oeffentlich-rechtlicher;negative
Martin_Hess_AfD15729352171;Schon zu lange dulden und foerdern SPD Co. gewaltbereite Linksextremisten. Deshalb soll sich OB Jung Krokodilstraenen sparen und gg. linke Gewalt mit Nulltoleranz vorgehen. Kein Demokrat darf zulassen, dass Frauen von Ueberfallkommandos heimgesucht werden!;Linksextremisten;negative
Martin_Hess_AfD15833336031;CDU-Spitze wuerdigt Demokratie in Thueringen zur Schmierenkomoedie herab. Zuerst laesst Kanzlerin Merkel die MP-Wahl rueckgaengig machen, weil ein Liberaler mit Hilfe von Konservativen gewaehlt wurde. Dann muessen sich CDU-Abgeordnete enthalten, damit... (1/2);Thueringen;negative
Martin_Hess_AfD15858480321;Loebliche Eigeninitiative der Polizisten in Ludwigsburg, die das hohe Engagement der Kollegen zeigt. Jetzt muss die Polizei landesweit die erforderliche Schutzausruestung erhalten. Solche Engpaesse duerfen, egal in welcher Notlage, nicht mehr auftreten!;Polizisten;positive
Martin_Hess_AfD15926731691;UNO macht sich mit den gewalttaetigen Linksextremisten von der Antifa gemein. Gewalt durch Antidemokraten, die sich ueber demokratische Entscheidungen der Buerger hinwegsetzen, ist nicht durch Meinungs- und Versammlungsfreiheit geschuetzt, sondern muss verboten und geaechtet werden!;Antifa;negative
Martin_Hess_AfD16013097531;Deutsche NGO-Aktivisten betaetigen sich als Schlepper befeuern so illegale Migration. Behoerden gehen konsequent gg. solche Kriminelle vor. Behoerden muessen es ihnen gleichtun, um illegale Migration zu stoppen Menschenschmugglern das Handwerk legen!;Migration;negative
Martin_Hess_AfD16034389571;Behoerden haben syrischen Gefaehrder nicht lueckenlos observiert. Dieser schwere Fehler ist aufzuarbeiten. Klar ist aber: Beobachtung ist kein geeignetes Mittel, Gefaehrder unschaedlich zu machen. Selbst beobachtete Gefaehrder lassen sich nicht bei Ausfuehrung ihrer Anschlaege stoppen.;Gefaehrder;negative
Martin_Hess_AfD16043905521;Diese Woche fordere ich im Bundestag, dass alle islamistischen Gefaehrder, die nicht abgeschoben werden koennen, in Gewahrsam genommen werden, bis sie keine Gefahr mehr fuer das Leben unserer Familien darstellen. Anders ist die Bevoelkerung nicht effektiv zu schuetzen. Af Dim Bundestag;Gefaehrder;negative
Martin_Hess_AfD16050211761;Wer Imame bittet, gegen Extremisten zu kaempfen, demonstriert, dass ihm selbst zum Kampf gegen Islamismus die noetige Entschlossenheit fehlt. Ein Innenminister bittet nicht, ein Innenminister entscheidet. Moscheen der Extremisten schliessen und Islamisten abschieben! Islamkonferenz;Islamisten;negative
Martin_Hess_AfD16082181921;Vorbestrafter Syrer vergewaltigt Maedchen in Ansbach. Und Gruene wie sind trotz all der Gewalttaten bis hin zu Terrorattacken fuer Verlaengerung des Abschiebestopps nach Syrien. Solche Feinde der Inneren Sicherheit gehoeren konsequent abgewaehlt!;Abschiebestopps;negative
MatthiasGastel15167822221;Die CO2-Emissionen von Deutschland steigen weiter, vor allem im Verkehr. Die neue Gro Ko beginnt dort, wo die alte aufgehoert hat: Klimapolitisches Nichtstun. Wird Zeit, dass Union und SPD endlich ueber Klimaschutz und moderne Mobilitaet verhandeln!;Klimaschutz;negative
MatthiasGastel15179976591;Gro Ko bremst weiter bei Verkehrswende: Dringend notwendige Massnahmen wie der Abbau der Dieselsubvention, die blaueplakette und eine verursachergerechte Infrastruktur-Finanzierung werden aus Feigheit nicht angepackt. So wird der Klimaschutz verraten!;Klimaschutz;negative
MatthiasGastel15232499831;Im Gueterverkehr gewinnt Lkw weiter und Bahn verliert. Das ist auch das traurige Ergebnis verfehlter Verkehrspolitik! Trassenpreise wurden erhoeht, Lkw-Maut reduziert. Brauchen jetzt Umsteuern: Trassenpreise runter, digitale Chancen nutzen, Engpaesse im Schienennetz beheben!;Verkehrspolitik;negative
MatthiasHauer15918113361;Ganz schwache Reaktion von Ruhr-West auf die unsaeglichen Aeusserungen von Ursula Gerster in Essen. Eine klare Distanzierung sieht anders aus. Polizei verdi GDP DPol G;Polizei;negative
MatthiasHauer15987812231;Mutige Polizistinnen + Polizisten haben gestern das Reichstagsgebaeude verteidigt. Alle Demokraten sollten sich diese Menschen zum Vorbild nehmen. Unsere Demokratie muessen wir gegen Extremisten gemeinsam verteidigen. b2908 be2908 Sturmauf Berlin Sturm Auf Den Reichstag Nazis Raus;Polizisten;positive
MatthiasHauer16037303551;Nicht das Establishment verhindert, dass Vorsitzender wird, sondern er selbst - u.a. durch solche Angriffe auf Parteifreunde. Merz hat bewusst Mitarbeit in CDU-Fuehrung verweigert - waehrend und gestalten, motzt er vom Spielfeldrand.;Merz;negative
MdB_Lucassen15828880111;EU hat sich mit dem Fluechtlingsdeal unnoetig erpressbar gemacht. Unsere Grenzen muessen von uns selbst geschuetzt werden. Die tuerkischen Operationen in Syrien dienen nicht der Verteidigung und koennen nicht den Buendnisfall der NATO ausloesen. BReg muss das deutlich kommunizieren.;Fluechtlingsdeal;negative
MdB_Lucassen16003215061;2. Ein neuer Migrationspakt fuer illegale Masseneinwanderung nach Deutschland. Das Beispiel Moria zeigt, dass kein anderes europaeisches Land diesen Weg mitgeht. Die Folge: Ein deutscher Sonderweg der fatalen Fluechtlingspolitik.;Migrationspakt;negative
MdB_Mueller_AfD15575723261;SPD moechte Sozialkassen pluendern zur Sicherung der Grundrente.Milliarden Graeber,angefangen von A wie Zerstoerung der Automobilindustr. ueber B wie BER- 7,2 Milliarden beerdigt zu P Pluenderung der KV- und ALVers. fuer total verarmten Rentner, zu Z wie Zug faehrt immer Wand.;Grundrente;negative
MetinHakverdi15736454411;Applepay I/II: Zukunft gerecht gestalten: Heute habe wir einen grossen (riesigen) Schritt in Richtung gerechter Plattform-Oekonomie gemacht. Apple muss in Zukunft auf den I-Phones die Bezahlung durch andere Zahlungsdienstleistern ermoeglichen.;Plattform-Oekonomie;positive
MiRo_SPD15821875131;Das Milieu von Taten wie in Hanau wird ideologisch genaehrt von Faschisten wie Hoecke.Demokratieverachtung, Rassismus, Antisemitismus, Antiziganismus Islamfeindlichkeit fallen auf fruchtbaren Boden. Deshalb bleibe ich dabei: die AfD ist der politische Arm des Rechtsterrorismus!;AfD;negative
MiRo_SPD16023183451;Die Corona-Pandemie hat Minderheiten besonders schwer getroffen. Auch in Mittelamerika leiden LGBTI unter anhaltender Gewalt+Diskriminierung. Das ist voellig inakzeptabel, LGBTI-Rechte sind Menschenrechte, immer und ueberall!https://t.co/x847xo3q2U;LGBTI;negative
MichaelLeutert15211369791;Warum der AfD-Antrag auf ersatzlose Abschaffung des Solidaritaetszuschlags finanz- und verteilungspolitischer Unsinn ist. Die AfD moechte Einkommensstarke entlasten und Ausgaben, die der Allgemeinheit zugute kommen, kuerzen. Ein Antrag fuer die Tonne!;Solidaritaetszuschlag;negative
MichaelLeutert15406548871;Das AJZ leistet Grossartiges in der Jugendsozialarbeit und traegt zur Stadtentwicklung bei. Es praegt mit die alternative Kulturszene in der Stadt und ist ein offener Ort zur Diskussion um Politik und Gesellschaft. Solidaritaet mit dem AJZ Chemnitz !;AJZ;positive
NicoleGohlke15693105421;Ja, genau, die Gro Ko steht fuer Augen Zu Und Durch, ist Wirtschaftslobby und versagt beim Kampf gegen Armut Mietenwahnsinn Klimakrise. Wenn das mehr Leute in der SPD erkennen wuerden, ist ein erster Schritt gemacht. Kein Weiter So mit diesem Klimapaket;Gro;negative
NicoleGohlke15700214391;Die Soziale Spaltung in diesem Land laesst den Atem stocken. Das reichste Zehntel besitzt 56 Prozent des Vermoegens profitiert von Immobilien-Boom. Und die Gro Ko verhindert weiterhin Millionaersteuer. Wie kann man da eigentlich in den Spiegel schauen?;Millionaersteuer;negative
NicoleGohlke15706117931;Bundesregierung macht ihrem Ruf als Wirtschaftslobby wirklich alle Ehre. Das Klimapaket ist ein Placebo fuer Umwelt eine Belastung fuer alle mit Niedriglohn und geringer Rente. Wer die Menschen mitnehmen will, darf die Armen nicht noch aermer machen!;Klimapaket;negative
NicoleGohlke15713010641;Die Internierung von Gefluechteten in voellig ueberfuellten Lagern in Griechenland und illegale Pushbacks in die Tuerkei muessen aufhoeren. Das sind allesamt Verletzungen von Asylrecht und Menschenrechte|n. Samos Lesbos;Asylrecht;negative
NicoleGohlke15714629751;Es ist unwuerdig, wie sich die Bundesregierung fuer NATO Ruestungsexporte Fluechtlingsdeal zum Handlanger des Erdogan-Regimes macht die Kurden in Deutschland ihrer Grundrechte beraubt. Aber Stop Erdogan -Demo in Koeln findet statt! riseup4rojava;Erdogan;negative
NicoleGohlke15850351561;Nun raecht sich, dass Spahn und die CSU den Pflegenotstand und die Niedrigloehne ueber Jahre haben laufen lassen. Wer neoliberale Pflege- und Gesundheitspolitik betreibt, gefaehrdet wissentlich Kranke und Aeltere, nicht nur zu Zeiten der Coronakrise.;Pflegenotstand;negative
NicoleGohlke15929815411;Fast 600 Mrd. horten Deutsche auf sechs Mio Konten in Auslands-Steueroasen. Trotz Meldesystem bestehen Steuerschlupfloecher weiter, wegen zu wenig Personal. Superreiche schaden dem Gemeinwohl BReg handelt im Schneckentempo. Unsozial;Steuerschlupfloecher;negative
NicoleGohlke15946243551;Die Polizei hat ein Rechtsterror-Problem in den eigenen Reihen. Wenn Neonazi-Polizisten wiederholt Menschen mit dem Tode bedrohen koennen, ist das kein Kavaliersdelikt, sondern Staatsversagen. Und noch immer fehlen unabhaengige Kontrollgremien.;Polizei;negative
NordMdb15880588111;Nicht weil er anders handelt sondern, weil er sich so benimmt, wie er sich benimmt. Ein konsistentes Handeln von Trump ist ja gerade nicht vorhanden. Der hierzulande gegenwaertig wahrnehmbare intellektuelle Zusammenbruch des Bildungsbuergertums ist wahrlich erschreckend.;Trump;negative
Oliver_Krischer15325385241;Vor einen Jahr gab es beim Dieselgipfel vollmundige Zusagen. Umgesetzt ist bis heute - NICHTS. Deutlicher kann eine Bundesregierung nicht dokumentieren, dass ihr die Gesundheit von Menschen und Rechte Millionen betrogener Diesel Besitzer egal sind;Dieselgipfel;negative
Oliver_Krischer15334939221;Jahrelang betruegen, dann mit Dobrindt Co. die Einfuehrung von realistischeren Abgastest verhindern und jetzt deswegen anderen die Schuld in die Schuhe schieben, wenn sie 2018 keine Elektroauto|s mehr liefern koennen. So dreist koennen nur VW Manager sein;VW;negative
Oliver_Krischer15806443491;Wie kaputt und verzweifelt muss eigentlich eine Partei sein, die seit Jahren den Verkehrsminister stellt, die aber auf exakt KEINE relevante verkehrspolitische Frage eine Antwort hat, dass sie sich mit einer solchen Kampagne so zur Lachnummer macht? Tempolimit CSU;Tempolimit;negative
Oliver_Krischer15891383071;Das System Billigfleisch beruht auf Ausbeutung von Mensch und Tier und Umweltzerstoerung. Es schockiert, dass ausgebeutete Arbeiter nicht einmal vor dem coronavirus von Behoerden und Unternehmen wie Westfleisch geschuetzt werden. Wann machen wir endlich Schluss mit Billigfleisch?;Billigfleisch;negative
Oliver_Krischer16052160551;Immer wieder unglaublich: Die Bundesregierung FOeRDERT mit Mrd. Euro die ZERSTOeRUNG von Klima Umwelt. aendern daran seit Jahren nichts, allen Klimaschutz Reden zum Trotz. Dabei ist das oft auch noch, wie das Dienstwagenprivileg, schreiend sozial ungerecht.;Klimaschutz;negative
PeterFelser15888312131;Wer Demokratie, Grundrechte seine Freiheit vor dem Zugriff von Regierungsbehoerden Konzernen schuetzen moechte, ist fuer die GEZ-Medien ein Spinner. Als Referenz dienen mittlerweile Hollywood-Millionaere. Die Staatsjournalisten sind scheinbar voellig durchgeknallt! AfD Corona;GEZ-Medien;negative
PeterFelser15893508321;Die von der Bundesregierung verursachte Lockdown-Krise gefaehrdet besonders kleine Unternehmen. Gewinner der Krise in der Gastronomie sind scheinbar kriminelle Auslaender-Clans. Lockdown jetzt beenden! Kriminelle hart bestrafen! AfD COVID19de;Lockdown;negative
Peter_Beyer16037862551;Ein herausragendes Beispiel der transatlantischen Zusammenarbeit im Bereich Wissenschaft/Forschung: Wasser auf dem Mond entdeckt. Ich sage: Wir brauchen noch mehr Kooperation mit den USA, nicht weniger. Deutschland;Zusammenarbeit;positive
Peter_Stein_CDU16099423121;Good news! Damit duerfte der so genannte Impfstoffmangel demnaechst der Vergangenheit angehoeren. Es laeuft besser und schneller als viele noch vor wenigen Wochen dachten. Impfstoff COVID19;Impfstoffmangel;positive
Peter_Stein_CDU16099628421;Der schmutzige Trumpismus bricht sich Bahn. capitol USA Eine Warnung an Europa. Mit Hass und Spaltung gewinnt niemand aber alle verlieren. Demokratie. Was sagt eigentlich unsere unsaegliche no Af D ? Schweigen im Duesteren?;Trumpismus;negative
ProfMaier15953092751;Wie es aussieht, war es wieder ein Migranten-Mob, der zugeschlagenen hat. Tatort Frankfurt. Ein regelrechter Flaschen-Regen auf deutsche Polizeibeamte. Wer Polizisten angreift, greift die Bundesrepublik Deutschland an.;Migranten-Mob;negative
RKiesewetter16100332681;Danke Die Forderung nach Aufwertung Bundessicherheitsrat ist sehr gut und die Umsetzung ueberfaellig! Wenn das als eine der Lehren aus Corona unsere Gro Ko noch schafft, waer das super! muetzenich;Bundessicherheitsrat;positive
RyglewskiS15861972711;Gute Sache: Soforthilfeprogramm und Sonderprogramme der KfW werden gut angenommen, erreichen aber nicht alle KMU. Der Sofortkredit ohne die uebliche Risikopruefung schliesst diese Luecke. Bis zu 800.000 Euro gibt es fuer Unternehmen des Mittelstand. Laufzeit 10 Jahre.;Sofortkredit;positive
SBarrientosK15366435651;Mehr als 100.000 Frauen sind in Deutschland wohnungslos. Keine Zwangsraeumung, kein Abschalten von Strom, Wasser und Gas erste Schritte waeren einfach. Die Bundesregierung glaenzt jedoch mit Unwissen und weicht aus. Das zeigt die Anfrage der;wohnungslos;negative
SBarrientosK15490968601;Es ist ein Skandal, dass die Bundesregierung sich darauf einigt, Frauen weiterhin zu entmuendigen und gesundheitliche Aufklaerung zu verhindern. wegmit219a. DIE LINKE kaempft fuer einen legalen Zugang zu Abtreibungen und fuer das Informations- und Selbstbestimmungsrecht der Frauen.;Abtreibungen;negative
Schmidt_MdB15396859101;Nach einem Wahldebakel bei der ltwBY18 will sich auf einmal fuer Klimaschutz und Umwelt staerker engagieren. Was fuer ein himmelschreiender Opportunismus! Wenn die CSU eins gelernt haben sollte, dann das Kopien immer gegen das Original verlieren!;CSU;negative
Schmidt_MdB15499848821;Ueberragend! Das aus Bayern fuer mehr Artenschutz war erfolgreich! Herzlichen Glueckwunsch, liebe und danke an alle die sich eingetragen haben. Eine Klatsche fuer Jetzt heisst es handeln! Rettetdie Bienen;Artenschutz;positive
Schwarz_MdB15429719401;Der Bundeshaushalt ist beschlossen und es ist ein richtig guter! Wir fahren die Investitionen hoch und mache dabei keine neue Schulden. Mehr Geld fuer Bildung, Digitales, Rente, Pflege, Umwelt- und Klimaschutz, den Zoll und Bamberg! Bundestag;Bundeshaushalt;positive
Schwarz_MdB15935994711;Passt doch zum Gesamteindruck dieser Bank. Von Cum-Ex bis weltweiten Strafen fuer die Verfehlungen dieser Bank. Fuer die Allgemeinheit hat die Finanzwelt oft nicht viel uebrig. Warum nutzt man nicht mal eine Gelegenheit zu zeigen, dass es auch anders geht. Schade ....Deutsche Bank;Bank;negative
Schwarz_MdB16022579561;Das Beschaffungswesen der Bundeswehr ist eine Zumutung fuer Soldaten, Industrie und Parlament. Nach dem Schweren Transporthubschrauber nun mit dem Sturmgewehr das naechste Desaster. hier muessen Strukturen ganz schnell geaendert werden. Pleiten, Pech und Pannen... CDU;Bundeswehr;negative
SevimDagdelen15151391621;Einfach nur dreist: Waehrend Ankara die Verfolgung der demokratischen Opposition in der Tuerkei intensiviert und den islamistischen Terror weiter unterstuetzt, fordert der tuerkische Aussenminister einen Neustart der deutsch-tuerkischen Beziehungen.;Tuerkei;negative
SevimDagdelen15189435831;Wo leben wir denn? Statt die tuerkische Delegation nach Hause zu schicken, wird ein Mitglied eines Verfassungsorgans unter Polizeischutz vor dem Partner Tuerkei gestellt. Unfassbar. MSC2018;Tuerkei;negative
SevimDagdelen15236431131;Wie lange wollen und mit Steuergeldern DITIB noch finanzieren? Unertraeglich die Foerderung und Kooperation mit dem langen Arm von Erdogans, das unter dem Deckmantel der Religionsfreiheit reaktionaere, faschistische Politik macht! Schluss damit! Tuerkei;DITIB;negative
SevimDagdelen15366600311;Deutscher Kampfeinsatz in Syrien auf Wunsch von Trump ist aussenpolitisches Abenteurertum und weder mit Voelkerrecht noch mit Grundgesetz vereinbar. Die Bundeswehr darf nicht zur Luftwaffe von Al-Qaida in Idlib gemacht machen!;Syrien;negative
SevimDagdelen15536947961;Bundessicherheitsrat blockiert Verlaengerung des Waffenstopps fuer Saudi Arabien. Bu Reg ist verantwortlich, dass d Ruestungsindustrie wieder Waffen f d barbarischen Krieg der Kopf-ab-Diktatur im Jemen liefern kann. Schwarzer Tag fuer die Menschen im Jemen.;Waffenstopps;negative
SevimDagdelen15617245371;Spaet, aber stark: Tr. Verfassungsgericht verteidigt mit der Zurueckweisung der absurden Terrorvorwuerfe gegen Deniz Yuecel den unabhaengigen Journalismus verpasst damit Erdogans Willkuerregime eine osmanische Ohrfeige. Urteil mit Signalwirkung?Free Them All;Yuecel;positive
SevimDagdelen15830847941;Assange wird systematisch entmenschlicht, daemonisiert und zur Unperson gemacht. Es ist erschuetternd, was hier vor unser aller Augen mit einem Dissidenten des 21. Jahrhunderts passiert., sagte ich dem SPIEGEL zum Assange Hearing in London. Free Assange;Assange;negative
SevimDagdelen15958438821;Unertraeglich, dass Bureg weiter Waffenexporte in die USA genehmigt, obwohl inzwischen bekannt wurde, dass durch rassistische Gewalt in Kritik geratene US-Polizeibehoerden Dt. Waffen haben. Nein zur US-Polizeigewalt durch Made in Germany-Ausruestung!;Waffenexporte;negative
anked15852448301;Wie schon am Wochenende war ich auch heute wieder total geflasht von der Begeisterung, Motivation, Leidenschaft u Kompetenz der Teilnehmenden von Wir Vs Virus Hack. Was fuer eine Energie, was fuer ein Potenzial! Ich wuensche moeglichst vielen eine Chance auf Umsetzung!;Hack;positive
anked15922927251;DTAG Chef Hoettges bei PK zur Corona Warn App: das war das beste Public Private Partnership Projekt, das ich je erlebt habe, ein echter Rockstar, auch mit Blick auf Geschwindigkeit u Qualitaet der Zusammenarbeit. Alles ist made in Germany, alle Server stehen in DE.;App;positive
anked15925736261;Philipp Amthor ist feige. Zur aktuellen Stunde aus Anlass seines korrupten Verhaltens und fuer mehr Lobbykontrolle schwaenzt er das Plenum u steckt den Kopf in den Sand. Aber CDU Chef und MP will er in MeckPomm immer noch werden. Bundestag;Amthor;negative
annachristmann15378921351;Weniger als 15 Frauen sind in den Expertenworkshops der BReg KI Strategie. Fatales Signal fuer alle Frauen in der IT, dass nicht mal BReg sie an Gestaltung der Digitalisierung beteiligt. Frauenpolitisches Armutszeugnis;Frauen;negative
annachristmann16001539431;Buergerstiftungen und Genossenschaften sind zentrale Orte unserer lebendigen Zivilgesellschaft. In der Stiftung werden diese tollen Themen zusammengefuehrt und bundesweit unterstuetzt. Ich freue mich auf die Mitarbeit im Stiftungsrat;Buergerstiftungen;positive
b_riexinger15195623811;Ausgerechnet der Pharmalobbyist Jens Spahn soll jetzt Gesundheitsminister werden. Deutschland paeppelt schon jetzt die Pharmakonzerne auf Kosten der Patienten. Keine gute Entscheidung fuer die Gesundheit der Menschen hier!;Spahn;negative
b_riexinger15374616131;Die AfD propagiert Mut zur Wahrheit und fischt die ganze Zeit im Trueben. Woher bekommt eine angebliche Partei des kleinen Mannes immer wieder hohe Millionenspenden? Die AfD soll endlich mit Fake News aufhoeren und ihre Spender offenlegen!;AfD;negative
b_riexinger15408928971;Nach Trump und Modi uebernimmt mit Bolsonaro ein weiterer Vertreter der Rechten eines der wichtigsten Laender der Welt. Diese neue oft religioese Rechte ist arbeiter- und gewerkschaftsfeindlich, rassistisch, undemokratisch und homophob. Dagegen muessen alle Linken zusammen stehen!;Rechte;negative
b_riexinger15490291481;Es ist verheerend, dass die USA jetzt aus dem INFVertrag aussteigen. Die Abruestungsabkommen waren auch dazu da einen Atomkrieg zu vermeiden. So ein Vertrag zu Atomwaffen sollte kein Spielball einer Realityshow a la Trump sein, sonst gibt es bald keine reality mehr.;INFVertrag;negative
b_riexinger15581621301;Die oesterreichischen Rechten um Strache inszenieren sich gern als Partei des kleinen Mannes. Doch die Fassade reicht nicht mal bis Ibiza. Beim Plausch mit russischen Oligarchen kommt das wahre Gesicht der FPOe zum Vorschein: Partei der Reichen, korrupt und dreist. FPOe;FPOe;negative
b_riexinger15740969431;Was muss eigentlich noch passieren damit Verkehrsminister Scheuer endlich den Hut nimmt? Untaetigkeit, Luegen, verdeckte Absprachen, Steuergeldverschwendung bei Maut, Autobahn und das Bahndesaster. Nur eine Loesung: Scheuermussweg! Bundesrechnungshof;Scheuer;negative
badulrichmartha15520294401;Weltfrauentag 2019 ist so wunderbar, weil so viele starke Frauen wie und aufstehen gegen die Klimakrise. Nur eine gleichberechtigte Gesellschaft kann stark genug sein um die Erde zu retten. Deswegen geht der Kampf weiter Frauenkampftag;Weltfrauentag;positive
badulrichmartha15784812691;Fake News von Der Boom der Erneuerbaren spielte sich im Wesentlichen vor fatalen Ausschreibungen ab und fuer hoeheren Kohlestrompreis sorgte der ETS. Bundesregierung verzoegert den Kohleausstieg und zerstoert die Windbranche. So sieht es aus!;Kohleausstieg;negative
badulrichmartha16053819881;-Glueckwunsch an aktiv fuer den Kohleausstieg, ich konnte und viele andere eurer VertreterInnen erleben ob im Bundestag oder im Hambi. Danke fuer euren wahnsinnigen Einsatz! Herzlichen Glueckwunsch zum taz panter2020 Preis!! hambibleibt;Kohleausstieg;positive
brunnerganzohr15295575171;Unfassbar. Die CSU macht mit ihrem abstrusen Vorgehen und Verrohung des Umgangs das Geschaeft der AfD. Als angebliche christlich-soziale Partei dea Volkes. Erbaermlich. Es gibt eine Alternative! Zeit fuer und die CSU Unionsstreit;CSU;negative
carina_konrad15623087621;Eine Katastrophe ist die Zukunftsverweigerung der Gruenen. Auf der einen Seite Nachhaltigkeit fordern und auf der anderen Seite saemtliche Innovation verhindern, die mehr Nachhaltigkeit bringt. Das ist naiv. CRISPR duerre;Gruenen;negative
cem_oezdemir15555263321;Glueckwunsch/Tebrikler Istanbul ! Alle Demokraten freuen sich mit der CHP Opposition in der Tuerkei ueber die Niederlage des autoritaeren Herrschers Erdogan. Hoffentlich akzeptiert die AKP wenigstens hier ihre Niederlage klaut die Rathaeuser nicht wie bei der hdp im Suedosten;Erdogan;positive
cem_oezdemir15706304671;Tragoedie in Nordsyrien ist auch Folge unsres Versagens. Wir haben es in Europa nicht geschafft, nachhaltige Loesungen fuer Eindaemmung des Syrien-Krieges zu finden, haben lieber USA einfach machen lassen. BReg sollte Erdogan zu Rueckzug auffordern Waffenexporte an Tuerkei stoppen!;Nordsyrien;negative
cem_oezdemir15892684431;100 dafuer. Fuer mehr Verkehrssicherheit. Ausserdem wichtiger Schritt Richtung autonomes Fahren. Und das Beste: Mehr Klimaschutz gibts quasi gratis on top dazu. ... was waren noch einmal die Argumente GEGEN ein Tempolimit, lieber;Tempolimit;positive
cem_oezdemir16057322671;Nach Infektionsschutzgesetz und Graue-Woelfe-Verbotsantrag heute noch ein erfreulicher Abendtermin in Stuttgart: Neumitgliedertreffen bei meinen So viele motivierte Leute, die sich fuer gruene Politik engagieren. Das macht richtig Lust auf Zukunft die BTW2021;Neumitgliedertreffen;positive
ch_buchholz15833928761;Gerade hat im Bundestag ein Gedenken an Hanau stattgefunden. Die Beteiligung der AfD an der Gedenkminute ist unertraeglich und pure Heuchelei, denn sie nutzt jede Minute im Bundestag, um gegen Muslime, Gefluechtete, Shisha-Bars oder angebliche Clankriminalitaet zu hetzen.;AfD;negative
ch_buchholz16020604351;Ein Gericht hat die Mitglieder der Goldenen Morgenroete wegen Gewaltverbrechen Bildung einer kriminellen Vereinigung verurteilt. Die Entscheidung ist ein grossartiger Erfolg der antifaschistischen Bewegung und ein Schlag gegen Nazis international. GDtrial;antifaschistischen;positive
christianhirte15441714511;Historisch spannender cdupt18 beginnt. Es wird ein guter Tag fuer die und fuer Deutschland. Ich bin optimistisch, dass wir eine gute Wahl treffen werden. Dass ist mit drei hervorragenden Kandidaten auch einfacher;cdupt18;positive
conni_moehring15996494841;Jede Krankheit, jede Vergewaltigung, jeder Rattenbiss sind Ergebnis einer jahrelangen pol. Entwicklung. Nicht v Ressourcenmangel o techn. Versagen. Es gibt Schuldige und Verantw. Und es gibt nichts was nicht genauso gewollt, gewusst, gedacht ist. Moria;Moria;negative
